"zip_code","NEG","POS","deaths","hospitalized","partially_vaccinated","fully_vaccinated","boosted","etl_timestamp"
19132,37991,2946,77,511,2703,9056,,"2021-06-14 17:20:02"
19133,25128,2872,50,451,2817,6450,,"2021-06-14 17:20:02"
19134,60396,5857,75,613,5197,16207,,"2021-06-14 17:20:02"
19135,31672,3659,48,299,2625,9379,,"2021-06-14 17:20:02"
19136,72368,5374,123,379,3114,11668,,"2021-06-14 17:20:02"
19137,7847,867,15,52,685,2608,,"2021-06-14 17:20:02"
19138,35759,3001,81,395,2509,9264,,"2021-06-14 17:20:02"
19139,61149,4089,112,636,3090,12516,,"2021-06-14 17:20:02"
19140,55565,5426,121,908,4805,14476,,"2021-06-14 17:20:02"
19141,33987,2985,79,470,2368,8323,,"2021-06-14 17:20:02"
19142,29076,2830,53,395,2430,7187,,"2021-06-14 17:20:02"
19143,91189,5454,110,824,4692,21588,,"2021-06-14 17:20:02"
19144,56682,3921,170,599,3621,13470,,"2021-06-14 17:20:02"
19145,56711,5276,98,503,4681,19751,,"2021-06-14 17:20:02"
19146,69405,2958,52,264,3565,19898,,"2021-06-14 17:20:02"
19147,55425,2641,48,206,4122,21044,,"2021-06-14 17:20:02"
19148,62963,5688,148,595,6025,23657,,"2021-06-14 17:20:02"
19149,45315,5651,67,444,7312,18336,,"2021-06-14 17:20:02"
19150,29948,2266,60,270,1887,8422,,"2021-06-14 17:20:02"
19151,36392,2926,59,344,2065,8376,,"2021-06-14 17:20:02"
19152,46586,4534,187,620,3955,13359,,"2021-06-14 17:20:02"
19153,13121,1189,24,154,992,3907,,"2021-06-14 17:20:02"
19154,48325,4201,76,256,2524,12143,,"2021-06-14 17:20:02"
19155,82,,,,,,,"2021-06-14 17:20:02"
19156,11,,,,,,,"2021-06-14 17:20:02"
19157,6,,,,,,,"2021-06-14 17:20:02"
19158,8,,,,,,,"2021-06-14 17:20:02"
19160,106,10,,,,,,"2021-06-14 17:20:02"
19161,35,,,,,,,"2021-06-14 17:20:02"
19162,9,,,,,,,"2021-06-14 17:20:02"
19170,13,,,,,,,"2021-06-14 17:20:02"
19171,25,,,,,,,"2021-06-14 17:20:02"
19172,15,,,,,,,"2021-06-14 17:20:02"
19176,36,,,,,,,"2021-06-14 17:20:02"
19178,12,,,,,,,"2021-06-14 17:20:02"
19179,9,,,,,,,"2021-06-14 17:20:02"
19181,19,,,,,,,"2021-06-14 17:20:02"
19182,22,,,,,,,"2021-06-14 17:20:02"
19183,14,,,,,,,"2021-06-14 17:20:02"
19184,9,,,,,,,"2021-06-14 17:20:02"
19188,10,,,,,,,"2021-06-14 17:20:02"
19190,20,,,,,,,"2021-06-14 17:20:02"
19191,32,,,,,,,"2021-06-14 17:20:02"
19192,17,,,,,,,"2021-06-14 17:20:02"
19193,18,,,,,,,"2021-06-14 17:20:02"
19194,35,,,,,,,"2021-06-14 17:20:02"
19195,10,,,,,,,"2021-06-14 17:20:02"
19196,12,,,,,,,"2021-06-14 17:20:02"
19197,13,,,,,,,"2021-06-14 17:20:02"
19100,8,,,,,,,"2021-06-17 17:20:02"
19101,552,95,,18,,,,"2021-06-17 17:20:02"
19102,11588,390,,9,751,3335,,"2021-06-17 17:20:02"
19103,58808,1463,40,139,2619,14700,,"2021-06-17 17:20:02"
19104,236189,4407,126,473,4591,22685,,"2021-06-17 17:20:02"
19105,307,18,,,,,,"2021-06-17 17:20:02"
19106,21006,930,,30,1639,6720,,"2021-06-17 17:20:02"
19107,23420,1121,19,145,2007,8951,,"2021-06-17 17:20:02"
19108,110,,,,,,,"2021-06-17 17:20:02"
19109,44,,,,,,,"2021-06-17 17:20:02"
19110,74,,,,,,,"2021-06-17 17:20:02"
19111,72350,7446,157,633,5863,22524,,"2021-06-17 17:20:02"
19112,,,,,,,,"2021-06-17 17:20:02"
19113,95,,,,,,,"2021-06-17 17:20:02"
19114,32161,3512,80,275,2399,12164,,"2021-06-17 17:20:02"
19115,43788,4507,203,377,2760,13827,,"2021-06-17 17:20:02"
19116,41862,4541,157,342,2210,10989,,"2021-06-17 17:20:02"
19118,12964,603,36,100,882,4192,,"2021-06-17 17:20:02"
19119,40178,2107,144,346,2589,11574,,"2021-06-17 17:20:02"
19120,66877,7222,128,850,6458,19809,,"2021-06-17 17:20:02"
19121,43131,3285,56,409,2814,11757,,"2021-06-17 17:20:02"
19122,27994,2480,40,217,1949,8240,,"2021-06-17 17:20:02"
19123,28537,1516,59,217,2217,8371,,"2021-06-17 17:20:02"
19124,65169,7523,97,683,5806,18791,,"2021-06-17 17:20:02"
19125,37416,2039,30,156,2381,12017,,"2021-06-17 17:20:02"
19126,21715,1885,143,349,1306,5391,,"2021-06-17 17:20:02"
19127,9903,511,,9,486,2541,,"2021-06-17 17:20:02"
19128,50935,2843,50,137,3366,14337,,"2021-06-17 17:20:02"
19129,17347,905,17,73,1274,4651,,"2021-06-17 17:20:02"
19130,51645,1994,31,178,3378,13814,,"2021-06-17 17:20:02"
19131,72200,4139,170,650,2930,13010,,"2021-06-17 17:20:02"
19132,38231,2950,78,511,2609,9438,,"2021-06-17 17:20:02"
19133,25273,2874,51,452,2715,6738,,"2021-06-17 17:20:02"
19134,60736,5860,79,614,4961,16741,,"2021-06-17 17:20:02"
19135,31901,3661,48,299,2536,9607,,"2021-06-17 17:20:02"
19136,72806,5377,124,379,3009,11940,,"2021-06-17 17:20:02"
19137,7887,867,15,52,641,2671,,"2021-06-17 17:20:02"
19138,36025,3001,81,395,2380,9534,,"2021-06-17 17:20:02"
19139,61498,4090,113,636,2972,12795,,"2021-06-17 17:20:02"
19140,55939,5428,122,911,4581,15046,,"2021-06-17 17:20:02"
19141,34191,2990,79,470,2286,8537,,"2021-06-17 17:20:02"
19142,29247,2832,53,395,2278,7482,,"2021-06-17 17:20:02"
19143,91728,5455,110,824,4548,21970,,"2021-06-17 17:20:02"
19144,56988,3922,170,600,3460,13809,,"2021-06-17 17:20:02"
19145,56989,5280,98,504,4504,20140,,"2021-06-17 17:20:02"
19146,69766,2966,53,264,3464,20097,,"2021-06-17 17:20:02"
19147,55698,2643,48,207,3979,21319,,"2021-06-17 17:20:02"
19148,63400,5688,148,595,5816,24136,,"2021-06-17 17:20:02"
19149,45574,5657,67,445,7059,19116,,"2021-06-17 17:20:02"
19150,30109,2268,61,270,1761,8632,,"2021-06-17 17:20:02"
19151,36607,2934,59,344,2001,8653,,"2021-06-17 17:20:02"
19152,46804,4534,187,619,3796,13729,,"2021-06-17 17:20:02"
19153,13189,1190,24,154,938,4002,,"2021-06-17 17:20:02"
19154,48526,4197,77,256,2420,12312,,"2021-06-17 17:20:02"
19155,82,,,,,,,"2021-06-17 17:20:02"
19156,11,,,,,,,"2021-06-17 17:20:02"
19157,6,,,,,,,"2021-06-17 17:20:02"
19158,8,,,,,,,"2021-06-17 17:20:02"
19160,107,10,,,,,,"2021-06-17 17:20:02"
19161,35,,,,,,,"2021-06-17 17:20:02"
19162,9,,,,,,,"2021-06-17 17:20:02"
19170,13,,,,,,,"2021-06-17 17:20:02"
19171,25,,,,,,,"2021-06-17 17:20:02"
19172,15,,,,,,,"2021-06-17 17:20:02"
19176,39,,,,,,,"2021-06-17 17:20:02"
19178,13,,,,,,,"2021-06-17 17:20:02"
19179,9,,,,,,,"2021-06-17 17:20:02"
19181,19,,,,,,,"2021-06-17 17:20:02"
19182,22,,,,,,,"2021-06-17 17:20:02"
19183,15,,,,,,,"2021-06-17 17:20:02"
19184,9,,,,,,,"2021-06-17 17:20:02"
19188,10,,,,,,,"2021-06-17 17:20:02"
19190,20,,,,,,,"2021-06-17 17:20:02"
19191,32,,,,,,,"2021-06-17 17:20:02"
19192,17,,,,,,,"2021-06-17 17:20:02"
19193,19,,,,,,,"2021-06-17 17:20:02"
19194,35,,,,,,,"2021-06-17 17:20:02"
19195,10,,,,,,,"2021-06-17 17:20:02"
19196,12,,,,,,,"2021-06-17 17:20:02"
19197,13,,,,,,,"2021-06-17 17:20:02"
19100,8,,,,,,,"2021-06-21 17:20:02"
19101,555,95,,18,,,,"2021-06-21 17:20:02"
19102,11620,390,,9,747,3348,,"2021-06-21 17:20:02"
19103,59043,1468,40,139,2621,14734,,"2021-06-21 17:20:02"
19104,237206,4412,127,473,4562,22884,,"2021-06-21 17:20:02"
19105,310,18,,,,,,"2021-06-21 17:20:02"
19106,21085,930,,30,1637,6736,,"2021-06-21 17:20:02"
19107,23554,1122,19,145,2020,8980,,"2021-06-21 17:20:02"
19108,111,,,,,,,"2021-06-21 17:20:02"
19109,44,,,,,,,"2021-06-21 17:20:02"
19110,75,,,,,,,"2021-06-21 17:20:02"
19111,72700,7450,157,632,5759,22916,,"2021-06-21 17:20:02"
19112,,,,,,,,"2021-06-21 17:20:02"
19113,95,,,,,,,"2021-06-21 17:20:02"
19114,32331,3515,80,275,2298,12328,,"2021-06-21 17:20:02"
19115,43974,4507,204,378,2686,14018,,"2021-06-21 17:20:02"
19116,42100,4541,157,342,2122,11149,,"2021-06-21 17:20:02"
19118,13005,603,36,100,818,4269,,"2021-06-21 17:20:02"
19119,40368,2108,144,347,2519,11715,,"2021-06-21 17:20:02"
19120,67252,7225,128,850,6349,20189,,"2021-06-21 17:20:02"
19121,43302,3287,56,409,2780,11877,,"2021-06-21 17:20:02"
19122,28120,2480,40,217,1960,8316,,"2021-06-21 17:20:02"
19123,28646,1517,59,217,2220,8434,,"2021-06-21 17:20:02"
19124,65533,7534,97,683,5694,19246,,"2021-06-21 17:20:02"
19125,37573,2042,30,156,2370,12103,,"2021-06-21 17:20:02"
19126,21808,1885,143,349,1273,5475,,"2021-06-21 17:20:02"
19127,9941,511,,9,486,2548,,"2021-06-21 17:20:02"
19128,51121,2846,50,137,3280,14498,,"2021-06-21 17:20:02"
19129,17426,905,17,73,1248,4698,,"2021-06-21 17:20:02"
19130,52020,1995,31,178,3370,13864,,"2021-06-21 17:20:02"
19131,72493,4141,170,651,2923,13170,,"2021-06-21 17:20:02"
19132,38475,2950,78,511,2592,9584,,"2021-06-21 17:20:02"
19133,25418,2876,51,452,2708,6865,,"2021-06-21 17:20:02"
19134,61061,5863,79,615,4933,17018,,"2021-06-21 17:20:02"
19135,32068,3662,48,299,2479,9802,,"2021-06-21 17:20:02"
19136,73229,5379,124,379,2928,12162,,"2021-06-21 17:20:02"
19137,7927,867,15,52,629,2711,,"2021-06-21 17:20:02"
19138,36196,3003,81,395,2313,9702,,"2021-06-21 17:20:02"
19139,61831,4095,113,636,2938,12988,,"2021-06-21 17:20:02"
19140,56273,5433,122,911,4544,15269,,"2021-06-21 17:20:02"
19141,34377,2992,79,470,2267,8661,,"2021-06-21 17:20:02"
19142,29448,2833,53,395,2189,7698,,"2021-06-21 17:20:02"
19143,92267,5459,110,825,4466,22219,,"2021-06-21 17:20:02"
19144,57284,3927,170,600,3380,14011,,"2021-06-21 17:20:02"
19145,57313,5285,98,504,4457,20369,,"2021-06-21 17:20:02"
19146,70165,2968,53,264,3429,20241,,"2021-06-21 17:20:02"
19147,55921,2645,48,207,3949,21440,,"2021-06-21 17:20:02"
19148,63836,5693,148,595,5769,24378,,"2021-06-21 17:20:02"
19149,45839,5660,67,445,6948,19603,,"2021-06-21 17:20:02"
19150,30238,2269,61,270,1698,8762,,"2021-06-21 17:20:02"
19151,36774,2935,59,344,1975,8784,,"2021-06-21 17:20:02"
19152,46976,4537,188,621,3704,13990,,"2021-06-21 17:20:02"
19153,13292,1190,24,154,894,4088,,"2021-06-21 17:20:02"
19154,48707,4199,77,255,2337,12455,,"2021-06-21 17:20:02"
19155,82,,,,,,,"2021-06-21 17:20:02"
19156,11,,,,,,,"2021-06-21 17:20:02"
19157,6,,,,,,,"2021-06-21 17:20:02"
19158,8,,,,,,,"2021-06-21 17:20:02"
19160,107,10,,,,,,"2021-06-21 17:20:02"
19161,35,,,,,,,"2021-06-21 17:20:02"
19162,9,,,,,,,"2021-06-21 17:20:02"
19170,13,,,,,,,"2021-06-21 17:20:02"
19171,25,,,,,,,"2021-06-21 17:20:02"
19172,15,,,,,,,"2021-06-21 17:20:02"
19176,39,,,,,,,"2021-06-21 17:20:02"
19178,13,,,,,,,"2021-06-21 17:20:02"
19179,9,,,,,,,"2021-06-21 17:20:02"
19181,19,,,,,,,"2021-06-21 17:20:02"
19182,22,,,,,,,"2021-06-21 17:20:02"
19183,15,,,,,,,"2021-06-21 17:20:02"
19184,9,,,,,,,"2021-06-21 17:20:02"
19188,10,,,,,,,"2021-06-21 17:20:02"
19190,21,,,,,,,"2021-06-21 17:20:02"
19191,32,,,,,,,"2021-06-21 17:20:02"
19192,17,,,,,,,"2021-06-21 17:20:02"
19193,19,,,,,,,"2021-06-21 17:20:02"
19194,35,,,,,,,"2021-06-21 17:20:02"
19195,10,,,,,,,"2021-06-21 17:20:02"
19196,12,,,,,,,"2021-06-21 17:20:02"
19197,13,,,,,,,"2021-06-21 17:20:02"
19100,9,,,,,,,"2021-06-24 17:20:03"
19101,557,97,,20,,,,"2021-06-24 17:20:03"
19102,12259,390,,9,726,3375,,"2021-06-24 17:20:03"
19103,59239,1472,40,139,2572,14818,,"2021-06-24 17:20:03"
19104,237836,4414,127,474,4459,23078,,"2021-06-24 17:20:03"
19105,310,18,,,,,,"2021-06-24 17:20:03"
19106,21138,931,,30,1627,6756,,"2021-06-24 17:20:03"
19107,23648,1123,19,145,1980,9037,,"2021-06-24 17:20:03"
19108,111,,,,,,,"2021-06-24 17:20:03"
19109,44,,,,,,,"2021-06-24 17:20:03"
19110,75,,,,,,,"2021-06-24 17:20:03"
19111,73038,7453,157,629,5762,23173,,"2021-06-24 17:20:03"
19112,,,,,,,,"2021-06-24 17:20:03"
19113,95,,,,,,,"2021-06-24 17:20:03"
19114,32467,3515,81,274,2237,12482,,"2021-06-24 17:20:03"
19115,44092,4506,204,375,2670,14124,,"2021-06-24 17:20:03"
19116,42267,4543,157,340,2106,11244,,"2021-06-24 17:20:03"
19118,13042,603,36,100,808,4293,,"2021-06-24 17:20:03"
19119,40559,2106,144,346,2457,11840,,"2021-06-24 17:20:03"
19120,67604,7232,128,851,6309,20496,,"2021-06-24 17:20:03"
19121,43499,3293,57,407,2759,11968,,"2021-06-24 17:20:03"
19122,28207,2485,41,217,1957,8383,,"2021-06-24 17:20:03"
19123,28732,1520,59,217,2211,8476,,"2021-06-24 17:20:03"
19124,65861,7537,97,680,5696,19512,,"2021-06-24 17:20:03"
19125,37697,2047,30,155,2340,12167,,"2021-06-24 17:20:03"
19126,21905,1886,144,350,1265,5520,,"2021-06-24 17:20:03"
19127,9959,512,,9,481,2556,,"2021-06-24 17:20:03"
19128,51287,2847,49,136,3263,14584,,"2021-06-24 17:20:03"
19129,17486,905,17,74,1258,4725,,"2021-06-24 17:20:03"
19130,52572,1995,31,178,3344,13936,,"2021-06-24 17:20:03"
19131,72786,4148,170,651,2899,13269,,"2021-06-24 17:20:03"
19132,38676,2958,78,512,2556,9715,,"2021-06-24 17:20:03"
19133,25544,2881,51,453,2704,6929,,"2021-06-24 17:20:03"
19134,61338,5868,79,611,4934,17236,,"2021-06-24 17:20:03"
19135,32203,3667,47,297,2497,9910,,"2021-06-24 17:20:03"
19136,73540,5396,125,385,2931,12292,,"2021-06-24 17:20:03"
19137,7953,869,15,52,609,2744,,"2021-06-24 17:20:03"
19138,36374,3001,81,396,2293,9821,,"2021-06-24 17:20:03"
19139,62231,4100,114,638,2887,13134,,"2021-06-24 17:20:03"
19140,56560,5440,122,910,4538,15461,,"2021-06-24 17:20:03"
19141,34571,2993,79,468,2251,8784,,"2021-06-24 17:20:03"
19142,29641,2835,54,398,2203,7817,,"2021-06-24 17:20:03"
19143,92838,5465,110,832,4413,22412,,"2021-06-24 17:20:03"
19144,57533,3931,171,600,3410,14191,,"2021-06-24 17:20:03"
19145,57601,5288,100,505,4376,20556,,"2021-06-24 17:20:03"
19146,70469,2970,54,265,3398,20331,,"2021-06-24 17:20:03"
19147,56141,2647,48,207,3917,21530,,"2021-06-24 17:20:03"
19148,64142,5700,148,597,5725,24597,,"2021-06-24 17:20:03"
19149,46042,5666,69,444,6988,19896,,"2021-06-24 17:20:03"
19150,30385,2274,61,272,1694,8837,,"2021-06-24 17:20:03"
19151,36990,2938,60,345,1943,8880,,"2021-06-24 17:20:03"
19152,47113,4579,190,648,3655,14160,,"2021-06-24 17:20:03"
19153,13355,1192,24,154,879,4132,,"2021-06-24 17:20:03"
19154,48851,4197,77,254,2262,12586,,"2021-06-24 17:20:03"
19155,82,,,,,,,"2021-06-24 17:20:03"
19156,11,,,,,,,"2021-06-24 17:20:03"
19157,6,,,,,,,"2021-06-24 17:20:03"
19158,8,,,,,,,"2021-06-24 17:20:03"
19160,108,10,,,,,,"2021-06-24 17:20:03"
19161,35,,,,,,,"2021-06-24 17:20:03"
19162,9,,,,,,,"2021-06-24 17:20:03"
19170,13,,,,,,,"2021-06-24 17:20:03"
19171,25,,,,,,,"2021-06-24 17:20:03"
19172,15,,,,,,,"2021-06-24 17:20:03"
19176,40,,,,,,,"2021-06-24 17:20:03"
19178,13,,,,,,,"2021-06-24 17:20:03"
19179,9,,,,,,,"2021-06-24 17:20:03"
19181,19,,,,,,,"2021-06-24 17:20:03"
19182,22,,,,,,,"2021-06-24 17:20:03"
19183,15,,,,,,,"2021-06-24 17:20:03"
19184,9,,,,,,,"2021-06-24 17:20:03"
19188,10,,,,,,,"2021-06-24 17:20:03"
19190,21,,,,,,,"2021-06-24 17:20:03"
19191,32,,,,,,,"2021-06-24 17:20:03"
19192,17,,,,,,,"2021-06-24 17:20:03"
19193,19,,,,,,,"2021-06-24 17:20:03"
19194,35,,,,,,,"2021-06-24 17:20:03"
19195,10,,,,,,,"2021-06-24 17:20:03"
19196,12,,,,,,,"2021-06-24 17:20:03"
19197,13,,,,,,,"2021-06-24 17:20:03"
19100,9,,,,,,,"2021-06-28 17:20:02"
19101,560,97,,20,,,,"2021-06-28 17:20:02"
19102,12310,390,,10,717,3395,,"2021-06-28 17:20:02"
19103,59498,1473,40,139,2533,14881,,"2021-06-28 17:20:02"
19104,238840,4421,128,477,4439,23224,,"2021-06-28 17:20:02"
19105,310,18,,,,,,"2021-06-28 17:20:02"
19106,21254,931,,30,1621,6791,,"2021-06-28 17:20:02"
19107,23742,1123,19,145,1952,9108,,"2021-06-28 17:20:02"
19108,112,,,,,,,"2021-06-28 17:20:02"
19109,44,,,,,,,"2021-06-28 17:20:02"
19110,75,,,,,,,"2021-06-28 17:20:02"
19111,73431,7454,157,629,5666,23536,,"2021-06-28 17:20:02"
19112,,,,,,,,"2021-06-28 17:20:02"
19113,95,,,,,,,"2021-06-28 17:20:02"
19114,32613,3515,81,274,2172,12634,,"2021-06-28 17:20:02"
19115,44314,4506,204,375,2596,14287,,"2021-06-28 17:20:02"
19116,42574,4543,157,340,2076,11355,,"2021-06-28 17:20:02"
19118,13098,603,36,100,797,4320,,"2021-06-28 17:20:02"
19119,40775,2106,144,346,2402,11959,,"2021-06-28 17:20:02"
19120,68049,7238,128,851,6224,20824,,"2021-06-28 17:20:02"
19121,43745,3294,57,407,2738,12083,,"2021-06-28 17:20:02"
19122,28357,2487,41,217,1940,8448,,"2021-06-28 17:20:02"
19123,28845,1521,59,217,2220,8521,,"2021-06-28 17:20:02"
19124,66278,7546,97,680,5598,19966,,"2021-06-28 17:20:02"
19125,37820,2048,30,156,2304,12247,,"2021-06-28 17:20:02"
19126,22003,1887,144,350,1256,5571,,"2021-06-28 17:20:02"
19127,9990,512,,9,477,2564,,"2021-06-28 17:20:02"
19128,51464,2847,49,136,3233,14672,,"2021-06-28 17:20:02"
19129,17543,905,17,74,1252,4753,,"2021-06-28 17:20:02"
19130,52808,1995,31,178,3338,13986,,"2021-06-28 17:20:02"
19131,73104,4151,171,654,2812,13453,,"2021-06-28 17:20:02"
19132,38924,2958,78,513,2530,9860,,"2021-06-28 17:20:02"
19133,25707,2882,51,453,2700,7049,,"2021-06-28 17:20:02"
19134,61688,5875,79,611,4831,17544,,"2021-06-28 17:20:02"
19135,32399,3667,47,297,2421,10110,,"2021-06-28 17:20:02"
19136,73969,5397,125,385,2864,12473,,"2021-06-28 17:20:02"
19137,7988,869,15,52,567,2813,,"2021-06-28 17:20:02"
19138,36603,3002,81,396,2258,9944,,"2021-06-28 17:20:02"
19139,62587,4101,114,640,2843,13313,,"2021-06-28 17:20:02"
19140,56874,5445,123,911,4546,15677,,"2021-06-28 17:20:02"
19141,34758,2991,79,468,2227,8910,,"2021-06-28 17:20:02"
19142,29825,2838,54,398,2191,7952,,"2021-06-28 17:20:02"
19143,93432,5471,110,832,4402,22664,,"2021-06-28 17:20:02"
19144,57828,3933,171,600,3368,14366,,"2021-06-28 17:20:02"
19145,57942,5289,100,505,4321,20772,,"2021-06-28 17:20:02"
19146,70907,2972,54,265,3315,20513,,"2021-06-28 17:20:02"
19147,56428,2648,48,207,3870,21664,,"2021-06-28 17:20:02"
19148,64444,5700,148,597,5572,24876,,"2021-06-28 17:20:02"
19149,46310,5670,69,444,6966,20251,,"2021-06-28 17:20:02"
19150,30528,2276,61,272,1659,8925,,"2021-06-28 17:20:02"
19151,37181,2939,60,345,1927,8981,,"2021-06-28 17:20:02"
19152,47330,4580,190,648,3546,14401,,"2021-06-28 17:20:02"
19153,13455,1194,24,154,859,4192,,"2021-06-28 17:20:02"
19154,49044,4197,77,254,2201,12723,,"2021-06-28 17:20:02"
19155,82,,,,,,,"2021-06-28 17:20:02"
19156,11,,,,,,,"2021-06-28 17:20:02"
19157,6,,,,,,,"2021-06-28 17:20:02"
19158,8,,,,,,,"2021-06-28 17:20:02"
19160,108,10,,,,,,"2021-06-28 17:20:02"
19161,35,,,,,,,"2021-06-28 17:20:02"
19162,9,,,,,,,"2021-06-28 17:20:02"
19170,13,,,,,,,"2021-06-28 17:20:02"
19171,25,,,,,,,"2021-06-28 17:20:02"
19172,15,,,,,,,"2021-06-28 17:20:02"
19176,40,,,,,,,"2021-06-28 17:20:02"
19178,13,,,,,,,"2021-06-28 17:20:02"
19179,9,,,,,,,"2021-06-28 17:20:02"
19181,19,,,,,,,"2021-06-28 17:20:02"
19182,22,,,,,,,"2021-06-28 17:20:02"
19183,15,,,,,,,"2021-06-28 17:20:02"
19184,9,,,,,,,"2021-06-28 17:20:02"
19188,10,,,,,,,"2021-06-28 17:20:02"
19190,22,,,,,,,"2021-06-28 17:20:02"
19191,32,,,,,,,"2021-06-28 17:20:02"
19192,17,,,,,,,"2021-06-28 17:20:02"
19193,19,,,,,,,"2021-06-28 17:20:02"
19194,35,,,,,,,"2021-06-28 17:20:02"
19195,11,,,,,,,"2021-06-28 17:20:02"
19196,13,,,,,,,"2021-06-28 17:20:02"
19197,13,,,,,,,"2021-06-28 17:20:02"
19100,9,,,,,,,"2021-07-01 17:20:02"
19101,564,97,,20,,,,"2021-07-01 17:20:02"
19102,12394,393,,10,721,3409,,"2021-07-01 17:20:02"
19103,59666,1474,40,139,2504,14934,,"2021-07-01 17:20:02"
19104,239446,4430,128,477,4399,23344,,"2021-07-01 17:20:02"
19105,312,18,,,,,,"2021-07-01 17:20:02"
19106,21320,935,,30,1606,6819,,"2021-07-01 17:20:02"
19107,23831,1150,19,145,1937,9163,,"2021-07-01 17:20:02"
19108,112,,,,,,,"2021-07-01 17:20:02"
19109,44,,,,,,,"2021-07-01 17:20:02"
19110,75,,,,,,,"2021-07-01 17:20:02"
19111,73760,7458,157,629,5484,24008,,"2021-07-01 17:20:02"
19112,,,,,,,,"2021-07-01 17:20:02"
19113,95,,,,,,,"2021-07-01 17:20:02"
19114,32754,3518,81,274,2163,12738,,"2021-07-01 17:20:02"
19115,44471,4508,204,375,2576,14402,,"2021-07-01 17:20:02"
19116,42700,4543,157,340,2079,11425,,"2021-07-01 17:20:02"
19118,13144,604,36,100,773,4362,,"2021-07-01 17:20:02"
19119,40948,2107,144,346,2331,12098,,"2021-07-01 17:20:02"
19120,68442,7247,128,852,6015,21438,,"2021-07-01 17:20:02"
19121,43942,3310,57,407,2676,12246,,"2021-07-01 17:20:02"
19122,28493,2500,41,217,1841,8626,,"2021-07-01 17:20:02"
19123,28936,1522,59,217,2197,8596,,"2021-07-01 17:20:02"
19124,66663,7561,97,681,5414,20523,,"2021-07-01 17:20:02"
19125,37983,2051,30,156,2274,12330,,"2021-07-01 17:20:02"
19126,22134,1888,144,350,1241,5645,,"2021-07-01 17:20:02"
19127,10010,512,,9,474,2573,,"2021-07-01 17:20:02"
19128,51616,2852,49,136,3192,14772,,"2021-07-01 17:20:02"
19129,17632,906,17,74,1216,4797,,"2021-07-01 17:20:02"
19130,53022,1996,31,178,3299,14078,,"2021-07-01 17:20:02"
19131,73448,4152,171,654,2789,13592,,"2021-07-01 17:20:02"
19132,39159,2981,78,513,2498,9996,,"2021-07-01 17:20:02"
19133,25857,2886,51,455,2394,7567,,"2021-07-01 17:20:02"
19134,62017,5887,80,614,4595,18081,,"2021-07-01 17:20:02"
19135,32581,3667,47,297,2393,10296,,"2021-07-01 17:20:02"
19136,74263,5401,125,386,2863,12639,,"2021-07-01 17:20:02"
19137,8019,869,15,52,558,2844,,"2021-07-01 17:20:02"
19138,36852,3002,81,396,2262,10058,,"2021-07-01 17:20:02"
19139,62921,4110,114,640,2795,13483,,"2021-07-01 17:20:02"
19140,57219,5457,123,913,4385,16158,,"2021-07-01 17:20:02"
19141,34974,2994,79,469,2181,9062,,"2021-07-01 17:20:02"
19142,30002,2842,54,398,2164,8083,,"2021-07-01 17:20:02"
19143,93921,5476,110,832,4338,22922,,"2021-07-01 17:20:02"
19144,58114,3942,171,602,3290,14545,,"2021-07-01 17:20:02"
19145,58208,5296,100,505,4250,20993,,"2021-07-01 17:20:02"
19146,71227,2975,54,265,3280,20637,,"2021-07-01 17:20:02"
19147,56667,2651,48,207,3821,21767,,"2021-07-01 17:20:02"
19148,64730,5719,148,597,5512,25139,,"2021-07-01 17:20:02"
19149,46580,5671,69,444,6950,20637,,"2021-07-01 17:20:02"
19150,30701,2279,61,272,1651,9006,,"2021-07-01 17:20:02"
19151,37414,2944,60,345,1918,9075,,"2021-07-01 17:20:02"
19152,47525,4583,190,650,3483,14585,,"2021-07-01 17:20:02"
19153,13539,1196,24,154,852,4238,,"2021-07-01 17:20:02"
19154,49191,4198,77,254,2156,12843,,"2021-07-01 17:20:02"
19155,82,,,,,,,"2021-07-01 17:20:02"
19156,11,,,,,,,"2021-07-01 17:20:02"
19157,6,,,,,,,"2021-07-01 17:20:02"
19158,8,,,,,,,"2021-07-01 17:20:02"
19160,108,10,,,,,,"2021-07-01 17:20:02"
19161,35,,,,,,,"2021-07-01 17:20:02"
19162,9,,,,,,,"2021-07-01 17:20:02"
19170,13,,,,,,,"2021-07-01 17:20:02"
19171,25,,,,,,,"2021-07-01 17:20:02"
19172,15,,,,,,,"2021-07-01 17:20:02"
19176,41,,,,,,,"2021-07-01 17:20:02"
19178,13,,,,,,,"2021-07-01 17:20:02"
19179,9,,,,,,,"2021-07-01 17:20:02"
19181,19,,,,,,,"2021-07-01 17:20:02"
19182,22,,,,,,,"2021-07-01 17:20:02"
19183,15,,,,,,,"2021-07-01 17:20:02"
19184,9,,,,,,,"2021-07-01 17:20:02"
19188,10,,,,,,,"2021-07-01 17:20:02"
19190,22,,,,,,,"2021-07-01 17:20:02"
19191,32,,,,,,,"2021-07-01 17:20:02"
19192,17,,,,,,,"2021-07-01 17:20:02"
19193,20,,,,,,,"2021-07-01 17:20:02"
19194,35,,,,,,,"2021-07-01 17:20:02"
19195,11,,,,,,,"2021-07-01 17:20:02"
19196,13,,,,,,,"2021-07-01 17:20:02"
19197,13,,,,,,,"2021-07-01 17:20:02"
19100,9,,,,,,,"2021-07-05 17:20:02"
