total_livable_area,market_value,zip_code
1470.0,139200.0,19135
1084.0,83400.0,19151
1136.0,13600.0,19121
1346.0,99200.0,19124
1093.0,139400.0,19148
1002.0,15900.0,19143
0.0,10000.0,19133
0.0,15600.0,19104
2976.0,339700.0,19119
1364.0,386800.0,19145
1080.0,111700.0,19111
3526.0,525500.0,19123
888.0,42600.0,19134
1334.0,300100.0,19128
1110.0,47300.0,19132
1290.0,64100.0,19120
1310.0,365000.0,19130
1120.0,135600.0,19122
1088.0,75900.0,19143
1380.0,204300.0,19154
1132.0,222900.0,19128
838.0,148500.0,19130
1256.0,157300.0,19148
1140.0,147500.0,19137
1800.0,51400.0,19140
0.0,7700.0,19121
0.0,8200.0,19118
2216.0,429000.0,19121
1372.0,89600.0,19120
1541.0,405000.0,19139
1440.0,193300.0,19111
0.0,9600.0,19133
1228.0,123600.0,19144
1414.0,462000.0,19130
1429.0,229800.0,19128
1765.0,190000.0,19121
1065.0,74800.0,19142
1200.0,69800.0,19139
1473.0,269100.0,19122
1941.0,419600.0,19125
,6900.0,19133
1034.0,290700.0,19106
795.0,120300.0,19134
2553.0,450900.0,19104
1180.0,96600.0,19141
1050.0,591100.0,19146
1080.0,53900.0,19133
1786.0,647300.0,19130
1200.0,56700.0,19140
1200.0,183800.0,19134
1343.0,350000.0,19125
0.0,8800.0,19131
1440.0,162900.0,19149
1020.0,27000.0,19132
4038.0,1835300.0,19103
0.0,8400.0,19104
1640.0,248700.0,19116
2862.0,109300.0,19121
548.0,202700.0,19103
1610.0,339500.0,19146
2000.0,338800.0,19115
1080.0,319100.0,19143
840.0,5900.0,19134
1780.0,126700.0,19145
1085.0,141500.0,19148
3424.0,175800.0,19133
1600.0,162900.0,19136
980.0,28500.0,19134
0.0,61200.0,19146
1470.0,76300.0,19131
860.0,38600.0,19132
1120.0,150000.0,19149
318.0,79300.0,19107
1368.0,124600.0,19143
0.0,5300.0,19119
1436.0,379300.0,19125
0.0,14200.0,19133
1600.0,200900.0,19131
1488.0,23500.0,19140
1105.0,135000.0,19115
0.0,9400.0,19134
1168.0,12000.0,19131
1080.0,71700.0,19143
1200.0,55600.0,19143
1166.0,109900.0,19149
1084.0,84200.0,19135
1056.0,22000.0,19138
2058.0,295400.0,19151
1575.0,306300.0,19119
859.0,241000.0,19122
1224.0,166100.0,19149
1200.0,283900.0,19147
0.0,9800.0,19122
1152.0,140300.0,19149
0.0,14100.0,19143
1338.0,377100.0,19125
1280.0,48700.0,19139
0.0,38100.0,19137
864.0,123800.0,19145
1024.0,110400.0,19153
1746.0,285000.0,19128
0.0,2650000.0,19146
850.0,180400.0,19147
1800.0,87500.0,19143
1408.0,118700.0,19144
2100.0,603000.0,19147
1183.0,40600.0,19140
1446.0,10900.0,19132
1440.0,130500.0,19135
1200.0,30600.0,19132
1332.0,190100.0,19114
1954.0,426000.0,19147
1936.0,1443700.0,19106
1176.0,137400.0,19138
672.0,119900.0,19145
1024.0,85700.0,19120
1032.0,414200.0,19146
1446.0,391200.0,19146
1150.0,500200.0,19107
1088.0,20800.0,19133
0.0,14000.0,19122
776.0,156100.0,19146
1545.0,365700.0,19148
1420.0,114700.0,19135
0.0,0.0,19122
4732.0,393500.0,19120
1350.0,226700.0,19147
924.0,36300.0,19140
1126.0,209000.0,19125
600.0,210200.0,19106
0.0,23600.0,19129
1840.0,202300.0,19136
1174.0,319200.0,19148
1476.0,67600.0,19143
0.0,106900.0,19145
1140.0,86500.0,19141
896.0,28900.0,19134
1464.0,265000.0,19145
1600.0,108500.0,19141
0.0,7400.0,19133
1230.0,46100.0,19132
1071.0,77900.0,19138
3450.0,104800.0,19140
900.0,198200.0,19116
42523.0,810000.0,19145
1264.0,74800.0,19129
,112200.0,19147
2686.0,190200.0,19150
896.0,87200.0,19145
882.0,55800.0,19134
1656.0,168700.0,19119
1146.0,74800.0,19142
672.0,94800.0,19134
1170.0,130600.0,19111
1120.0,73000.0,19120
0.0,15000.0,19143
1022.0,80400.0,19151
945.0,198600.0,19130
1433.0,279000.0,19123
1870.0,305800.0,19115
1788.0,513500.0,19118
1722.0,196500.0,19115
1312.0,270000.0,19147
3935.0,171200.0,19144
1706.0,241300.0,19111
900.0,139400.0,19125
0.0,11500.0,19133
1016.0,85800.0,19145
0.0,14200.0,19142
1295.0,299100.0,19146
1472.0,495800.0,19147
1360.0,207400.0,19115
1008.0,134800.0,19120
0.0,35800.0,19132
1058.0,279100.0,19125
756.0,40000.0,19132
896.0,93400.0,19135
1266.0,49200.0,19140
1290.0,189900.0,19127
1184.0,199600.0,19128
960.0,63800.0,19142
1548.0,232200.0,19111
0.0,22200.0,19125
1128.0,62000.0,19139
4476.0,390000.0,19125
0.0,6400.0,19121
1224.0,126900.0,19142
1190.0,236500.0,19127
1735.0,196500.0,19115
1088.0,161900.0,19149
924.0,126800.0,19146
1354.0,164200.0,19131
14760.0,341600.0,19139
1328.0,151000.0,19120
1606.0,102900.0,19141
0.0,18200.0,19146
1920.0,344500.0,19125
1214.0,195500.0,19128
1260.0,69000.0,19138
1120.0,91100.0,19153
2992.0,168300.0,19131
1536.0,33800.0,19133
1128.0,12700.0,19139
1398.0,250200.0,19145
0.0,72400.0,19122
1092.0,101100.0,19120
2081.0,219700.0,19115
2220.0,543900.0,19147
714.0,316000.0,19147
7850.0,1643300.0,19118
1650.0,44400.0,19141
1914.0,87800.0,19129
1120.0,196100.0,19149
0.0,11000.0,19140
1248.0,54100.0,19131
837.0,170200.0,19127
1760.0,148400.0,19144
1974.0,345700.0,19121
1120.0,276800.0,19148
1050.0,113800.0,19135
1260.0,82300.0,19104
2228.0,256100.0,19144
1440.0,70800.0,19139
1120.0,138100.0,19145
1610.0,143900.0,19140
0.0,5800.0,19104
1020.0,28500.0,19146
1110.0,41400.0,19139
1248.0,94900.0,19134
1110.0,152400.0,19149
872.0,130900.0,19144
1296.0,53500.0,19129
980.0,245900.0,19143
1344.0,630500.0,19146
1125.0,68100.0,19124
1092.0,89500.0,19120
1980.0,144800.0,19140
1452.0,94600.0,19141
1064.0,37400.0,19134
3365.0,753200.0,19118
1260.0,22600.0,19120
2390.0,136900.0,19138
1003.0,38600.0,19143
1376.0,147800.0,19149
1344.0,335900.0,19148
3600.0,262000.0,19134
966.0,45800.0,19140
0.0,10800.0,19133
0.0,70200.0,19146
1080.0,204900.0,19111
1728.0,200900.0,19145
0.0,4900.0,19121
0.0,54900.0,19123
1809.0,187700.0,19145
1330.0,560500.0,19106
1584.0,296000.0,19148
1918.0,239600.0,19144
1180.0,103700.0,19120
1088.0,100800.0,19120
13244.0,484200.0,19121
1432.0,168100.0,19136
978.0,94700.0,19115
896.0,73400.0,19146
896.0,129700.0,19145
1408.0,233300.0,19128
2530.0,206400.0,19114
1696.0,34200.0,19142
1800.0,116300.0,19124
3438.0,166300.0,19137
0.0,8900.0,19122
1016.0,57200.0,19134
1680.0,293900.0,19125
0.0,13200.0,19134
2113.0,724700.0,19103
1461.0,56100.0,19104
1002.0,38000.0,19140
1888.0,181000.0,19149
1201.0,212400.0,19115
2183.0,441900.0,19107
720.0,161500.0,19145
1024.0,112200.0,19136
0.0,16500.0,19125
2772.0,775000.0,19130
888.0,42600.0,19134
1034.0,121900.0,19136
2220.0,485900.0,19146
1056.0,36200.0,19140
1104.0,72400.0,19142
980.0,160800.0,19148
1588.0,189000.0,19123
1472.0,90100.0,19145
1048.0,57200.0,19139
2223.0,65100.0,19133
1800.0,138700.0,19141
904.0,31300.0,19144
1278.0,131000.0,19111
1008.0,71900.0,19146
1824.0,399500.0,19130
1184.0,153600.0,19149
1100.0,349800.0,19130
1260.0,195300.0,19114
720.0,25300.0,19132
732.0,76300.0,19124
0.0,5000.0,19122
1269.0,152800.0,19104
960.0,83600.0,19125
1400.0,63000.0,19140
0.0,38000.0,19146
0.0,2400.0,19125
0.0,124400.0,19130
1344.0,232800.0,19128
1272.0,234800.0,19145
1176.0,136500.0,19149
6056.0,2190300.0,19103
1174.0,162900.0,19136
832.0,88000.0,19120
0.0,36600.0,19111
1056.0,189900.0,19145
1186.0,185300.0,19127
1226.0,41000.0,19132
1768.0,277200.0,19128
1068.0,175500.0,19134
609.0,263800.0,19103
0.0,7100.0,19133
0.0,14000.0,19140
1984.0,77500.0,19104
784.0,11800.0,19132
2457.0,49600.0,19140
0.0,5100.0,19133
1520.0,211100.0,19128
2464.0,232100.0,19114
2798.0,103800.0,19144
1520.0,211200.0,19154
1180.0,90700.0,19141
1192.0,77900.0,19104
1109.0,69500.0,19143
924.0,93600.0,19135
891.0,280200.0,19130
1728.0,122400.0,19138
0.0,47300.0,19145
1008.0,33800.0,19133
1230.0,103500.0,19124
1380.0,78100.0,19134
1310.0,112300.0,19120
1066.0,203100.0,19111
960.0,30800.0,19132
1367.0,270000.0,19121
8424.0,1909400.0,19118
1388.0,110900.0,19115
0.0,1050000.0,19146
24208.0,2863700.0,19107
1742.0,249100.0,19111
1080.0,183300.0,19152
1472.0,119800.0,19144
2250.0,373400.0,19104
0.0,9100.0,19125
2700.0,538500.0,19127
1194.0,158400.0,19104
1564.0,79500.0,19120
756.0,19800.0,19144
1610.0,55100.0,19131
1700.0,227100.0,19114
1175.0,155800.0,19111
1662.0,48600.0,19151
1172.0,110000.0,19111
1126.0,353100.0,19130
1542.0,245200.0,19115
1374.0,81700.0,19142
1480.0,56800.0,19139
1650.0,98500.0,19121
1180.0,144200.0,19149
1008.0,44800.0,19124
1046.0,117200.0,19136
0.0,16800.0,19140
1480.0,127200.0,19120
821.0,81300.0,19145
990.0,56600.0,19132
1152.0,114800.0,19124
1490.0,125700.0,19135
2050.0,270800.0,19129
1606.0,361800.0,19146
671.0,240600.0,19102
3315.0,1407200.0,19103
1800.0,196900.0,19114
42527.0,774000.0,19124
2280.0,227600.0,19111
1140.0,87000.0,19124
850.0,180500.0,19154
2237.0,569300.0,19123
1188.0,129900.0,19149
926.0,37800.0,19140
1260.0,100200.0,19124
,4100.0,19132
1399.0,192200.0,19125
997.0,329800.0,19106
940.0,125300.0,19148
1091.0,202000.0,19145
2010.0,104500.0,19144
4273.0,349100.0,19144
3001.0,715300.0,19147
1120.0,109500.0,19141
1524.0,1208100.0,19103
1164.0,98300.0,19124
1200.0,92000.0,19135
1352.0,27500.0,19144
3044.0,383500.0,19122
1959.0,304900.0,19128
914.0,120300.0,19136
0.0,12600.0,19122
1778.0,238600.0,19128
957.0,12600.0,19132
2080.0,429000.0,19147
1936.0,71500.0,19141
0.0,8300.0,19134
0.0,2800.0,19133
1856.0,140800.0,19120
1200.0,47100.0,19120
2620.0,550000.0,19118
0.0,5800.0,19133
0.0,1900.0,19133
0.0,1800.0,19122
700.0,164000.0,19148
1356.0,320700.0,19122
1299.0,290000.0,19125
968.0,131400.0,19145
0.0,10300.0,19134
1330.0,86500.0,19143
1066.0,31300.0,19132
1084.0,9700.0,19133
1500.0,105600.0,19140
2325.0,169400.0,19111
1376.0,200600.0,19152
1368.0,199700.0,19154
1732.0,147400.0,19141
934.0,63300.0,19139
2646.0,58900.0,19122
1251.0,88800.0,19131
1132.0,150200.0,19149
295293.0,93965000.0,19104
1360.0,197100.0,19154
1044.0,62400.0,19139
1021.0,65000.0,19146
2660.0,1140700.0,19106
2682.0,1524200.0,19106
1235.0,147600.0,19125
1979.0,313300.0,19115
1660.0,151500.0,19153
1012.0,265900.0,19123
1824.0,157800.0,19135
883.0,244200.0,19123
0.0,20000.0,19146
1261.0,89100.0,19124
1140.0,46100.0,19120
1024.0,86500.0,19142
0.0,24800.0,19146
1732.0,353200.0,19145
2421.0,357600.0,19119
1792.0,102400.0,19144
1406.0,121200.0,19119
2046.0,183000.0,19146
1320.0,50700.0,19140
1002.0,288300.0,19146
803.0,320000.0,19106
1104.0,157400.0,19149
1052.0,82800.0,19132
1486.0,399100.0,19146
894.0,678000.0,19102
27906.0,2467500.0,19107
2880.0,293700.0,19148
1420.0,214300.0,19111
0.0,28500.0,19133
968.0,24500.0,19134
1945.0,1062500.0,19103
1216.0,222800.0,19128
0.0,15000.0,19122
1980.0,84300.0,19133
1260.0,74400.0,19143
3144.0,22900.0,19139
840.0,36000.0,19134
0.0,7900.0,19104
1140.0,136700.0,19148
960.0,253900.0,19148
1350.0,44200.0,19140
1230.0,250700.0,19148
0.0,27200.0,19145
1068.0,58700.0,19139
1932.0,177300.0,19111
952.0,34200.0,19134
2052.0,702900.0,19146
1530.0,110200.0,19114
29430.0,442500.0,19138
910.0,84400.0,19124
1114.0,175200.0,19145
892.0,100600.0,19138
784.0,331900.0,19148
1126.0,257400.0,19145
0.0,11200.0,19133
1170.0,132300.0,19149
960.0,65800.0,19142
1728.0,267000.0,19116
962.0,26700.0,19134
0.0,197700.0,19111
2103.0,1399000.0,19147
0.0,7600.0,19138
1462.0,51100.0,19132
0.0,10300.0,19134
976.0,31700.0,19140
1120.0,134900.0,19151
1824.0,113300.0,19104
1664.0,157600.0,19146
1200.0,123600.0,19143
1120.0,176100.0,19151
966.0,27600.0,19140
800.0,56700.0,19120
4195.0,495300.0,19130
1536.0,106000.0,19140
1087.0,210000.0,19114
1315.0,71800.0,19124
2475.0,150300.0,19144
1892.0,101600.0,19124
0.0,13600.0,19140
3000.0,222200.0,19126
2400.0,404000.0,19122
2513.0,203300.0,19145
1600.0,159300.0,19143
0.0,15900.0,19142
1036.0,65000.0,19142
1620.0,408900.0,19147
2845.0,626400.0,19147
0.0,5400.0,19122
1050.0,44500.0,19134
1314.0,32000.0,19132
1360.0,146800.0,19153
1700.0,81800.0,19124
1076.0,196900.0,19148
2780.0,271600.0,19125
1008.0,36600.0,19140
1116.0,235000.0,19148
3540.0,161200.0,19143
1971.0,985500.0,19146
1006.0,9100.0,19132
1357.0,55300.0,19134
1292.0,89000.0,19121
1919.0,217800.0,19144
1120.0,75300.0,19142
1024.0,167100.0,19145
0.0,1587600.0,19123
1795.0,74100.0,19144
1447.0,226400.0,19145
608.0,131000.0,19130
0.0,7300.0,19134
1098.0,472500.0,19146
0.0,0.0,19121
1360.0,209200.0,19154
1280.0,97400.0,19144
892.0,236800.0,19127
1120.0,73300.0,19120
0.0,5300.0,19121
872.0,23500.0,19121
784.0,22700.0,19134
1440.0,171400.0,19149
3202.0,117800.0,19140
1310.0,267900.0,19128
0.0,4600.0,19121
1124.0,357700.0,19106
1410.0,231400.0,19115
2052.0,298500.0,19147
2904.0,64400.0,19133
1200.0,83800.0,19124
1875.0,212500.0,19129
980.0,97100.0,19149
1152.0,73000.0,19141
0.0,4700.0,19121
1368.0,200700.0,19154
0.0,9200.0,19121
1472.0,365700.0,19145
1140.0,87000.0,19124
2282.0,404100.0,19130
1140.0,74600.0,19104
1760.0,131000.0,19144
0.0,10400.0,19121
1018.0,18100.0,19132
1600.0,123800.0,19135
1804.0,117000.0,19131
1583.0,24400.0,19121
2016.0,438400.0,19122
0.0,0.0,19121
850.0,22900.0,19121
1120.0,228900.0,19146
1758.0,445400.0,19147
4109.0,231000.0,19141
1432.0,165800.0,19136
1022.0,124700.0,19114
896.0,15900.0,19134
1728.0,60800.0,19143
2310.0,117100.0,19104
1218.0,69100.0,19142
0.0,6400.0,19140
1360.0,183700.0,19154
2672.0,99900.0,19133
6113.0,932600.0,19119
0.0,11700.0,19133
1800.0,352300.0,19128
1158.0,63500.0,19104
2016.0,637400.0,19123
899.0,25000.0,19134
1666.0,238500.0,19128
960.0,49800.0,19139
1024.0,58800.0,19144
1280.0,97800.0,19145
7600.0,359500.0,19122
800.0,56100.0,19120
1080.0,108500.0,19111
858.0,43700.0,19121
200.0,35000.0,19103
1045.0,167900.0,19148
1276.0,102500.0,19124
1350.0,288800.0,19122
0.0,10800.0,19133
2004.0,385100.0,19123
1334.0,377300.0,19146
1988.0,265400.0,19116
930.0,40000.0,19140
2871.0,635300.0,19146
1200.0,171900.0,19122
1136.0,130000.0,19114
1528.0,141600.0,19134
1440.0,160300.0,19111
1134.0,103500.0,19145
986.0,130100.0,19134
1060.0,210300.0,19114
1280.0,232700.0,19121
950.0,157400.0,19148
1120.0,139000.0,19145
1564.0,308900.0,19148
1280.0,14000.0,19134
1168.0,140700.0,19149
2754.0,570000.0,19123
1209.0,224100.0,19111
570.0,38100.0,19134
1404.0,164100.0,19136
1340.0,112000.0,19149
1806.0,86600.0,19138
2161.0,493800.0,19104
1201.0,212400.0,19115
664.0,216400.0,19147
750.0,121800.0,19134
1152.0,205500.0,19115
1072.0,143900.0,19148
1406.0,221200.0,19136
1260.0,84400.0,19146
1092.0,60000.0,19139
750.0,66800.0,19135
1152.0,43700.0,19144
1200.0,316200.0,19130
1078.0,106900.0,19136
401.0,211200.0,19103
1200.0,145600.0,19149
700.0,214500.0,19147
2070.0,488100.0,19125
1128.0,63200.0,19139
2640.0,199200.0,19111
1086.0,39900.0,19140
1759.0,358600.0,19125
1520.0,204500.0,19152
1760.0,76100.0,19141
820.0,216500.0,19147
1760.0,142700.0,19131
1260.0,45700.0,19140
1050.0,27000.0,19132
1120.0,72600.0,19142
968.0,133100.0,19145
3136.0,130300.0,19133
2710.0,557300.0,19121
1344.0,248800.0,19148
784.0,62500.0,19134
1144.0,535500.0,19146
750.0,184100.0,19148
2784.0,463900.0,19147
1089.0,221500.0,19154
2078.0,440400.0,19103
2304.0,323100.0,19143
1224.0,171200.0,19138
1806.0,233100.0,19114
1025.0,65000.0,19142
1452.0,180500.0,19111
960.0,72100.0,19142
1502.0,67400.0,19132
1374.0,171500.0,19151
1350.0,91000.0,19141
2076.0,229100.0,19125
812.0,77300.0,19124
603.0,121000.0,19130
1338.0,148700.0,19126
2220.0,424600.0,19148
1215.0,218900.0,19146
2801.0,755400.0,19128
1308.0,78900.0,19151
1876.0,104400.0,19135
1403.0,411500.0,19146
840.0,249400.0,19130
2763.0,174900.0,19144
1060.0,136500.0,19134
1673.0,441100.0,19146
928.0,121800.0,19149
1048.0,98900.0,19111
1200.0,59700.0,19134
220.0,35000.0,19107
157450.0,11535300.0,19115
0.0,13100.0,19133
848.0,491600.0,19146
1136.0,158300.0,19147
1500.0,422400.0,19145
2400.0,74400.0,19134
808.0,10900.0,19104
1296.0,154400.0,19136
1070.0,211200.0,19136
1262.0,46900.0,19140
2208.0,308600.0,19147
3168.0,1473200.0,19147
900.0,195700.0,19154
1428.0,206600.0,19119
840.0,150000.0,19146
2072.0,132100.0,19135
868.0,56900.0,19138
1152.0,163100.0,19149
8000.0,510500.0,19120
1400.0,223900.0,19116
1296.0,42600.0,19133
784.0,183500.0,19148
1170.0,412100.0,19147
1224.0,169800.0,19149
1154.0,73300.0,19139
1369.0,309600.0,19125
1100.0,208400.0,19114
1296.0,156100.0,19151
1920.0,375400.0,19147
1042.0,48300.0,19134
1110.0,46900.0,19132
2142.0,565900.0,19146
3890.0,396900.0,19115
972.0,257600.0,19111
1110.0,266600.0,19125
1170.0,150300.0,19149
1780.0,310000.0,19147
1530.0,296200.0,19125
956.0,62400.0,19146
1875.0,45100.0,19142
1120.0,36400.0,19140
1320.0,207200.0,19146
1950.0,582300.0,19123
1680.0,263800.0,19116
1224.0,122800.0,19121
722.0,96300.0,19124
0.0,7200.0,19134
1480.0,177700.0,19111
1541.0,422500.0,19130
1344.0,248800.0,19152
0.0,5600.0,19132
1248.0,302800.0,19146
1212.0,170900.0,19134
1088.0,98600.0,19135
1368.0,85700.0,19140
1280.0,142100.0,19135
1296.0,184500.0,19152
0.0,20000.0,19124
1440.0,414100.0,19107
1306.0,184500.0,19152
1200.0,100100.0,19135
1382.0,72400.0,19134
1152.0,195400.0,19154
983.0,173900.0,19128
1050.0,50800.0,19131
1096.0,88700.0,19151
192000.0,25847900.0,19153
1140.0,86900.0,19138
1350.0,200000.0,19128
1537.0,91800.0,19133
1392.0,113900.0,19124
1260.0,104600.0,19135
0.0,37000.0,19145
998.0,357200.0,19123
1066.0,220800.0,19111
2334.0,424300.0,19104
1200.0,220400.0,19154
1296.0,125100.0,19153
1600.0,141600.0,19149
24105.0,2143100.0,19133
1152.0,143600.0,19136
1220.0,89600.0,19120
1180.0,93000.0,19139
567.0,170100.0,19107
2484.0,144500.0,19139
1224.0,191100.0,19114
1200.0,145600.0,19149
2258.0,1230700.0,19146
2924.0,1047200.0,19102
1431.0,193500.0,19116
1404.0,200000.0,19114
1793.0,488100.0,19147
1605.0,153400.0,19143
1010.0,77600.0,19124
1152.0,209800.0,19145
1176.0,74800.0,19142
1832.0,286200.0,19116
3348.0,326900.0,19104
1100.0,146300.0,19148
2583.0,542400.0,19130
0.0,782100.0,19123
1368.0,200700.0,19154
1068.0,58000.0,19143
7150.0,1160800.0,19147
1260.0,135100.0,19149
1105.0,135000.0,19115
0.0,5400.0,19132
0.0,5700.0,19140
1170.0,143500.0,19149
2217.0,140700.0,19144
1183.0,98800.0,19124
1923.0,282000.0,19154
34323.0,2449400.0,19137
1170.0,77800.0,19142
972.0,47000.0,19131
1804.0,308500.0,19115
0.0,13500.0,19133
1060.0,161800.0,19114
0.0,12300.0,19139
2970.0,113500.0,19139
880.0,31300.0,19121
1188.0,116300.0,19111
1064.0,181600.0,19128
1800.0,56500.0,19143
940.0,42000.0,19131
1332.0,118900.0,19149
1558.0,525100.0,19123
1416.0,84000.0,19142
1967.0,336400.0,19119
4680.0,142800.0,19133
1428.0,80300.0,19143
1509.0,23200.0,19138
1428.0,429000.0,19146
972.0,85300.0,19145
864.0,244300.0,19145
784.0,29000.0,19132
1027.0,125100.0,19114
2963.0,416600.0,19115
1504.0,40000.0,19133
1170.0,96900.0,19124
1208.0,148700.0,19149
2360.0,434100.0,19146
1456.0,75600.0,19134
1184.0,218900.0,19129
1068.0,92500.0,19124
0.0,533000.0,19143
2035.0,718100.0,19146
1398.0,51100.0,19104
990.0,25200.0,19132
1995.0,192300.0,19111
1170.0,283200.0,19125
960.0,23200.0,19129
1300.0,43100.0,19134
46500.0,991500.0,19134
1440.0,64300.0,19139
1800.0,503600.0,19130
1326.0,114500.0,19144
2024.0,379100.0,19148
1248.0,62600.0,19134
980.0,28500.0,19134
1243.0,123700.0,19119
683.0,240300.0,19106
1530.0,552500.0,19123
0.0,3800.0,19133
7008.0,325800.0,19122
1188.0,36200.0,19132
1024.0,107500.0,19142
4456.0,93500.0,19124
803.0,133700.0,19133
2066.0,467600.0,19121
24600.0,360600.0,19132
1188.0,89500.0,19146
1260.0,192200.0,19128
1515.0,472200.0,19123
0.0,4100.0,19134
2025.0,320300.0,19130
1552.0,257600.0,19152
1464.0,90400.0,19143
2745.0,320000.0,19111
392.0,18000.0,19147
1620.0,819500.0,19106
1024.0,130100.0,19149
1107.0,138800.0,19137
700.0,145500.0,19134
1475.0,104900.0,19144
1240.0,101000.0,19135
1208.0,153000.0,19149
0.0,49900.0,19134
1416.0,211800.0,19145
1526.0,343400.0,19125
2470.0,361200.0,19114
1214.0,94600.0,19134
1087.0,190500.0,19152
1962.0,259400.0,19111
840.0,66900.0,19134
879.0,437800.0,19103
2100.0,1012500.0,19103
2630.0,410300.0,19107
2327.0,991600.0,19147
1757.0,343200.0,19119
2306.0,793900.0,19147
1172.0,586000.0,19103
1502.0,233700.0,19104
2520.0,738900.0,19102
2900.0,415400.0,19129
1140.0,119300.0,19116
1280.0,53100.0,19139
1334.0,220500.0,19148
1054.0,145200.0,19129
840.0,227900.0,19146
2307.0,806900.0,19147
1800.0,200000.0,19111
1600.0,93700.0,19143
1380.0,140700.0,19111
1140.0,68600.0,19131
30000.0,3391600.0,19114
2150.0,225500.0,19143
1440.0,213300.0,19114
1759.0,174100.0,19144
1420.0,131000.0,19121
1134.0,39200.0,19144
43893.0,185600.0,19137
559.0,167600.0,19107
2076.0,260000.0,19122
1008.0,62100.0,19120
1440.0,50600.0,19132
1120.0,119600.0,19135
1524.0,178900.0,19104
1280.0,15300.0,19133
2101.0,520000.0,19104
1024.0,48800.0,19120
1590.0,44500.0,19132
1536.0,231000.0,19143
803.0,81400.0,19152
794.0,418500.0,19103
1200.0,246700.0,19114
1060.0,175100.0,19146
0.0,7000.0,19133
1560.0,196500.0,19115
1496.0,261000.0,19147
1320.0,68500.0,19139
822.0,75100.0,19143
810.0,109600.0,19145
1653.0,253500.0,19122
1296.0,59600.0,19124
716.0,106600.0,19137
18700.0,2165300.0,19130
1890.0,318800.0,19104
1174.0,152000.0,19134
2884.0,204300.0,19137
1488.0,158400.0,19153
1198.0,44500.0,19133
840.0,160500.0,19132
896.0,71600.0,19134
2035.0,718100.0,19146
840.0,181100.0,19148
1312.0,90100.0,19146
19809.0,168200.0,19140
2121.0,528200.0,19147
868.0,11500.0,19131
780.0,62100.0,19134
1807.0,217000.0,19144
1282.0,233400.0,19116
1170.0,125000.0,19145
1440.0,101300.0,19144
4928.0,71300.0,19132
1224.0,99500.0,19124
1052.0,19500.0,19132
960.0,65700.0,19142
2477.0,514400.0,19118
1696.0,209700.0,19148
1200.0,81000.0,19120
1060.0,21700.0,19143
2900.0,490900.0,19129
1200.0,177300.0,19152
2189.0,103200.0,19144
1119.0,113900.0,19115
1050.0,38900.0,19143
9744.0,441200.0,19145
3129.0,363600.0,19143
1176.0,408500.0,19103
798.0,295100.0,19102
2007.0,183400.0,19146
1540.0,83300.0,19147
1464.0,212200.0,19129
936.0,262900.0,19123
1176.0,144000.0,19149
1846.0,186200.0,19150
1080.0,75600.0,19138
1120.0,132000.0,19149
2076.0,95100.0,19124
1170.0,46800.0,19140
0.0,21900.0,19146
660.0,109000.0,19149
3646.0,151600.0,19124
11000.0,600000.0,19145
3650.0,340000.0,19126
1040.0,82600.0,19138
1236.0,175800.0,19122
896.0,322100.0,19146
1665.0,217000.0,19152
1020.0,205500.0,19104
1200.0,61500.0,19120
784.0,71500.0,19146
1040.0,51500.0,19138
1120.0,174900.0,19134
200.0,32000.0,19103
72436.0,2692900.0,19154
1362.0,94500.0,19120
3747.0,896600.0,19147
0.0,10200.0,19128
1440.0,167400.0,19111
1392.0,39600.0,19127
2716.0,1678000.0,19106
1471.0,302800.0,19145
660.0,72000.0,19124
1046.0,132200.0,19149
1194.0,133000.0,19135
564.0,165700.0,19107
1032.0,131500.0,19146
1304.0,168100.0,19138
1808.0,327800.0,19119
1380.0,56500.0,19134
0.0,5400.0,19132
1260.0,75300.0,19104
1987.0,123900.0,19144
990.0,64100.0,19139
894.0,168900.0,19127
1168.0,189300.0,19128
1472.0,33100.0,19132
1092.0,212300.0,19116
2125.0,293000.0,19148
1157.0,218600.0,19127
844.0,179100.0,19148
1800.0,192100.0,19114
1360.0,136100.0,19153
2204.0,284400.0,19116
1698.0,97100.0,19120
3438.0,771800.0,19130
1410.0,87300.0,19143
1320.0,247000.0,19115
2025.0,116900.0,19142
9604.0,1669600.0,19102
0.0,0.0,19123
43561.0,3224700.0,19123
960.0,62200.0,19143
1698.0,294300.0,19143
1124.0,65400.0,19131
1260.0,64500.0,19124
392.0,18000.0,19147
1680.0,539300.0,19146
2976.0,260100.0,19119
1026.0,204000.0,19152
1755.0,438700.0,19128
1504.0,361900.0,19125
1088.0,101600.0,19120
1825.0,773100.0,19147
1404.0,39300.0,19132
2942.0,298200.0,19128
1110.0,119500.0,19135
0.0,25700.0,19134
840.0,48800.0,19120
1170.0,112000.0,19126
1456.0,120000.0,19143
1372.0,231300.0,19116
1632.0,112300.0,19141
46900.0,30512800.0,19102
1068.0,141400.0,19146
1004.0,120900.0,19134
1566.0,46200.0,19140
840.0,36100.0,19140
2520.0,280300.0,19128
1098.0,144400.0,19104
2166.0,431000.0,19125
1088.0,134300.0,19136
1088.0,91400.0,19120
1320.0,39200.0,19140
1090.0,83500.0,19151
1060.0,53900.0,19143
1200.0,124600.0,19136
1140.0,177400.0,19148
7904.0,1437100.0,19118
1044.0,201000.0,19128
1428.0,224100.0,19128
1672.0,39300.0,19134
1368.0,167100.0,19149
